N,P,K,temperature,humidity,ph,rainfall,label
81,59,65,20.659472,61.64188,6.58782,511.553737,Kendir
97,62,80,21.826303,61.699643,6.160719,508.540763,Kendir
83,44,90,20.099959,68.872454,6.012379,527.742593,Kendir
81,62,95,21.484394,64.809486,6.395415,518.698644,Kendir
105,59,81,18.854179,68.657081,6.945728,477.443614,Kendir
93,52,81,18.068882,68.133918,6.723262,468.955319,Kendir
90,42,85,20.364183,57.531105,6.716296,510.931122,Kendir
93,51,72,22.886533,55.648143,6.454659,448.855967,Kendir
85,44,70,22.48386,64.402165,6.043421,486.610159,Kendir
108,43,73,18.579697,60.90842,6.508083,548.449924,Kendir
89,45,64,23.636148,69.096837,6.134502,543.249296,Kendir
113,50,78,21.181743,68.284975,6.621954,496.575547,Kendir
95,49,88,21.2183,62.991389,6.095324,493.213212,Kendir
112,69,85,20.024748,66.995674,6.88666,531.044298,Kendir
99,48,62,22.744052,62.230543,6.63458,449.409072,Kendir
117,44,73,22.015492,57.725432,6.477184,435.747909,Kendir
107,64,100,22.921555,60.982623,6.074334,547.620802,Kendir
83,66,88,20.327513,68.445913,6.233704,486.876234,Kendir
106,56,91,23.739493,61.439608,6.472295,441.633526,Kendir
109,41,99,22.225056,64.793954,6.092702,433.902869,Kendir
85,48,62,20.677499,63.864169,6.563054,407.534707,Kendir
109,69,97,20.493213,57.470146,6.591725,430.607674,Kendir
94,60,86,22.643303,60.687919,6.092326,410.532432,Kendir
85,68,84,23.457197,59.264037,6.835068,462.832503,Kendir
98,41,91,22.472627,65.977156,6.998051,501.598842,Kendir
80,69,65,21.988478,67.352164,6.821557,489.455019,Kendir
110,46,95,18.259961,61.485792,6.748504,522.808758,Kendir
109,49,65,19.705268,60.512232,6.213799,531.909893,Kendir
104,59,89,24.267629,61.720287,6.69329,412.71557,Kendir
89,45,60,24.494733,61.928399,6.123593,406.078953,Kendir
107,51,68,22.888023,62.76515,6.620148,491.220676,Kendir
116,46,84,21.950655,55.635808,6.828925,443.41349,Kendir
88,54,71,20.17205,61.189882,6.030349,423.385603,Kendir
97,42,68,22.3478,55.321436,6.427207,452.083374,Kendir
103,45,66,21.172921,56.777663,6.161461,489.804583,Kendir
92,47,72,18.56354,62.795794,6.61432,452.60808,Kendir
90,53,81,21.254854,69.225111,6.90273,428.512382,Kendir
109,62,76,24.580375,67.211413,6.860583,521.30232,Kendir
97,58,79,24.231959,69.808286,6.806612,519.672817,Kendir
88,59,83,24.108831,65.998097,6.673421,498.158001,Kendir
86,62,63,18.21923,58.943164,6.266921,470.250165,Kendir
119,51,68,24.993256,58.935099,6.516901,453.902563,Kendir
113,44,85,19.779274,67.424644,6.753844,403.048851,Kendir
102,57,70,23.869823,68.998273,6.714609,507.855411,Kendir
100,55,82,18.203669,65.850946,6.540057,455.497294,Kendir
100,46,71,22.202174,59.147951,6.020686,479.551921,Kendir
91,58,82,20.70393,60.425932,6.630893,463.597871,Kendir
106,61,73,19.962637,59.603841,6.135759,442.477839,Kendir
92,47,97,21.704651,68.797505,6.28813,414.258733,Kendir
114,53,80,22.204646,68.378595,6.344904,476.785456,Kendir
100,49,100,21.512463,63.427181,6.134558,521.852736,Kendir
93,41,62,21.503413,62.623547,6.26449,486.006114,Kendir
108,64,100,21.090591,67.53448,6.559035,523.97059,Kendir
106,48,60,21.2981,62.57148,6.085038,438.842625,Kendir
88,41,81,23.851987,68.775422,6.539133,442.932034,Kendir
115,41,67,24.210276,58.379675,6.964857,421.153498,Kendir
114,58,93,22.532122,60.964127,6.039657,526.069409,Kendir
111,66,98,23.663925,58.947816,6.150809,482.275365,Kendir
110,54,72,22.877967,63.077462,6.448533,412.847133,Kendir
107,50,81,21.095605,56.412086,6.164278,434.6361,Kendir
116,52,94,22.532324,61.597149,6.031752,492.888703,Kendir
99,58,77,22.412358,59.357285,6.300555,478.809866,Kendir
93,55,96,22.939817,69.474055,6.064281,463.890224,Kendir
95,49,81,24.465564,55.838531,6.313694,373.971235,Aycicegi
60,51,72,22.118752,58.284355,6.440806,373.585192,Aycicegi
93,38,80,24.064244,52.114075,7.044127,408.483049,Aycicegi
55,59,82,25.282746,54.730338,6.129831,407.454281,Aycicegi
81,39,57,23.438575,57.248234,6.899251,380.138165,Aycicegi
86,45,57,23.660182,52.36567,6.17991,369.235311,Aycicegi
62,61,63,24.960516,55.880492,7.280193,407.404044,Aycicegi
94,62,65,24.103656,53.188821,6.712023,367.195803,Aycicegi
71,45,58,25.553399,53.387476,6.39019,376.964131,Aycicegi
96,63,80,25.208492,56.278516,6.602573,372.547191,Aycicegi
87,43,57,24.829324,52.507579,6.888207,387.153169,Aycicegi
86,60,83,23.012068,54.466684,6.306663,384.807029,Aycicegi
70,50,68,23.209924,52.617504,7.489536,369.366719,Aycicegi
88,55,81,22.270843,56.226884,7.249059,383.425685,Aycicegi
89,38,60,22.16465,52.583065,7.266012,377.155281,Aycicegi
56,43,81,21.343955,57.348492,6.295569,369.257126,Aycicegi
71,53,81,25.290308,52.332692,6.225204,368.585335,Aycicegi
81,57,59,22.422911,57.585358,7.46274,365.582886,Aycicegi
68,40,81,22.495472,55.383452,6.246776,374.639441,Aycicegi
67,43,81,25.220979,58.794201,7.064745,367.485315,Aycicegi
64,60,62,21.803685,55.392943,6.763878,377.527647,Aycicegi
78,44,70,24.497432,56.720854,6.690102,388.235313,Aycicegi
71,43,61,24.710081,56.955205,6.340806,383.377123,Aycicegi
93,39,73,24.325192,54.246919,6.253147,406.684011,Aycicegi
56,54,60,25.675273,55.787359,6.264411,375.546195,Aycicegi
58,42,58,22.290373,51.682707,6.830464,364.391918,Aycicegi
69,53,60,25.244325,52.727044,7.316711,402.131109,Aycicegi
66,45,77,24.200545,56.593339,6.42902,385.331093,Aycicegi
67,56,77,23.76334,59.72597,7.417024,380.58381,Aycicegi
75,55,76,21.901228,51.944241,7.306896,391.250212,Aycicegi
85,36,70,23.292239,59.211919,7.364391,370.570788,Aycicegi
73,45,75,22.384506,57.592971,6.35629,404.447327,Aycicegi
88,50,62,22.554567,54.099704,6.636109,387.628374,Aycicegi
63,43,71,22.679458,54.133256,6.50903,373.244309,Aycicegi
88,47,78,23.407381,54.632465,6.434661,388.650541,Aycicegi
71,48,62,23.538322,59.640193,6.206968,379.316052,Aycicegi
74,40,80,23.663732,52.984305,7.127992,364.615917,Aycicegi
92,55,74,22.699181,57.822822,6.486278,402.304808,Aycicegi
83,45,64,23.733815,54.290277,6.335967,369.872812,Aycicegi
80,45,68,24.990047,56.646707,6.145148,369.099418,Aycicegi
83,52,80,24.170989,59.459372,6.278256,378.342307,Aycicegi
53,54,65,25.041245,58.158615,7.216623,365.323954,Aycicegi
88,56,60,25.869333,54.564219,6.966037,402.126091,Aycicegi
85,60,69,25.495331,53.084095,7.29453,387.799185,Aycicegi
78,36,64,23.639336,53.518625,6.143649,399.455704,Aycicegi
86,60,63,24.474914,56.233131,6.411679,369.01488,Aycicegi
78,49,82,22.572922,56.004503,6.269257,393.649178,Aycicegi
92,55,63,25.89742,53.807009,6.504569,379.221302,Aycicegi
65,55,59,23.907077,53.00724,6.340124,378.854347,Aycicegi
79,43,64,25.648685,58.493877,7.4664,382.877979,Aycicegi
75,38,57,23.646497,58.141471,6.118463,408.016781,Aycicegi
86,50,70,24.580354,59.620354,7.272343,390.307779,Aycicegi
80,48,61,23.123505,56.427563,6.68059,367.314223,Aycicegi
87,46,57,24.652135,59.486546,7.335617,382.417144,Aycicegi
85,63,70,24.751493,55.800184,6.238007,384.086462,Aycicegi
75,56,82,24.817843,55.729442,6.394058,391.740085,Aycicegi
71,45,63,24.871416,53.900384,7.185287,392.675126,Aycicegi
59,51,79,23.222229,56.484829,6.192866,379.838596,Aycicegi
60,52,64,24.565241,53.931716,6.94518,374.718283,Aycicegi
71,63,74,22.072355,55.37088,7.129011,395.813213,Aycicegi
95,39,77,23.55044,57.59574,7.2745,367.301219,Aycicegi
62,55,81,25.85398,58.925705,7.329558,368.320749,Aycicegi
94,37,72,21.539301,58.395671,7.31434,404.021557,Aycicegi
81,46,59,23.797926,55.270365,6.834566,399.095605,Aycicegi
77,51,60,24.674497,56.552435,6.17101,378.000502,Aycicegi
83,62,78,22.83469,51.828913,6.698671,395.374122,Aycicegi
60,43,70,25.413567,55.826045,7.439863,369.911587,Aycicegi
84,39,69,22.711795,54.620389,6.500342,397.608423,Aycicegi
72,41,76,22.333368,52.392481,6.496719,384.874776,Aycicegi
59,47,67,23.972804,53.725289,7.164957,392.209025,Aycicegi
82,37,77,22.36114,58.626615,7.271133,366.858527,Aycicegi
60,47,65,22.98495,54.990625,6.991221,374.209192,Aycicegi
64,60,70,25.729386,56.215516,7.095203,393.177019,Aycicegi
69,46,81,23.511406,55.764031,7.101485,368.842464,Aycicegi
61,41,82,21.372558,52.688143,6.143321,384.188806,Aycicegi
63,39,68,23.953406,54.356811,6.466141,375.003518,Aycicegi
75,48,67,23.148053,52.318112,6.638948,402.291928,Aycicegi
82,38,68,22.532256,52.306969,6.936636,404.024885,Aycicegi
63,57,79,23.387491,56.551645,7.357988,367.003372,Aycicegi
96,55,65,21.725235,56.026399,7.253268,391.575324,Aycicegi
74,45,59,19.06701,53.920023,7.148221,350.126302,Kolza
71,56,65,19.185888,51.39421,6.557699,436.810313,Kolza
92,47,80,15.189887,55.675951,7.184121,364.05812,Kolza
76,47,55,18.368173,51.344885,6.49978,375.474384,Kolza
80,45,60,16.836132,53.250007,6.642916,389.885719,Kolza
75,59,60,17.049259,56.107502,6.011403,416.857354,Kolza
76,56,71,16.76815,59.014209,7.301726,388.04829,Kolza
91,41,65,19.308643,57.324807,6.059749,436.798057,Kolza
87,56,60,15.696592,56.685011,7.22458,356.909721,Kolza
100,56,57,19.173519,50.665081,6.719582,444.316303,Kolza
62,52,60,15.597298,50.116031,7.31466,438.338905,Kolza
98,56,71,15.269026,55.151054,7.147253,413.545645,Kolza
61,40,69,16.069979,51.128851,6.860944,440.611452,Kolza
90,49,67,19.397624,52.561117,7.247897,415.917591,Kolza
70,60,64,16.636583,54.162632,7.269759,372.494312,Kolza
67,47,68,16.975467,52.557,6.120109,412.74787,Kolza
72,60,64,16.94971,52.526571,7.27915,384.486407,Kolza
83,52,76,15.217873,59.25379,6.266227,407.554477,Kolza
72,43,77,15.581031,59.867846,7.312298,441.773816,Kolza
95,51,66,15.708282,59.461136,6.067074,392.283398,Kolza
60,40,68,19.814167,50.776976,6.468539,364.54958,Kolza
73,53,61,15.180724,52.041633,6.219804,357.741279,Kolza
68,60,73,17.671498,59.731573,7.434038,422.304647,Kolza
62,59,75,16.695677,55.792733,7.115867,396.226594,Kolza
61,55,70,15.536147,52.606178,6.832562,372.258281,Kolza
87,43,52,17.673847,58.196236,7.095987,371.752879,Kolza
95,56,54,15.616748,56.382156,6.097175,362.892362,Kolza
90,40,74,16.283321,54.390724,6.465274,411.160614,Kolza
69,40,64,19.663427,55.110967,7.175842,384.467285,Kolza
88,42,59,15.859798,56.791374,6.650196,438.889585,Kolza
92,54,70,19.700555,57.740224,7.122739,383.507242,Kolza
96,43,52,15.552623,52.406102,6.371895,428.541631,Kolza
71,46,54,16.380104,50.623549,7.255966,444.91627,Kolza
94,52,52,19.219813,53.427124,6.580672,358.837283,Kolza
73,50,57,19.335503,52.308634,6.852451,428.853379,Kolza
71,54,72,17.133622,55.504689,6.222222,358.087494,Kolza
81,56,76,16.824252,59.523027,6.282776,380.732443,Kolza
64,41,53,19.815209,53.429552,7.308464,356.231087,Kolza
89,54,58,15.587968,54.936452,7.49672,426.762204,Kolza
90,60,80,18.108385,53.109731,6.453982,408.819391,Kolza
92,53,60,17.223544,56.770358,7.489343,380.192453,Kolza
91,47,56,18.880212,56.434013,6.073405,357.544872,Kolza
73,45,79,19.601301,59.609604,7.435302,404.364294,Kolza
88,46,64,15.433339,50.205137,6.717737,394.891323,Kolza
73,55,72,18.945708,54.516113,6.668311,428.242062,Kolza
88,58,54,18.054393,55.557879,6.082707,431.256264,Kolza
90,46,80,18.115168,55.084176,6.029816,416.923998,Kolza
62,46,53,17.780685,54.609533,6.690077,418.92198,Kolza
95,42,70,18.178676,54.402089,6.916133,449.230398,Kolza
92,60,78,16.373741,51.108246,7.260837,446.127468,Kolza
88,44,80,15.457777,58.645621,6.003156,443.537461,Kolza
84,48,72,17.307925,58.843811,7.007576,438.040535,Kolza
91,57,74,18.9276,57.934271,7.333588,358.54573,Kolza
96,42,69,18.37931,59.311059,6.757884,415.872683,Kolza
72,59,63,16.117412,59.760836,6.258999,424.443986,Kolza
84,45,70,15.325241,51.656911,6.866828,448.884035,Kolza
74,57,71,16.810778,57.118846,6.694426,434.898048,Kolza
85,48,71,18.192178,57.133797,7.420641,353.320728,Kolza
73,45,77,17.068521,57.334507,6.699624,443.340794,Kolza
80,52,61,15.077391,54.592873,6.508643,442.258067,Kolza
65,43,79,15.899926,59.550913,6.017915,351.485852,Kolza
92,58,68,18.546141,51.439569,6.021902,406.598629,Kolza
73,48,68,15.78084,52.461196,7.137987,398.35924,Kolza
79,57,73,19.416301,56.204875,7.43839,411.526996,Kolza
94,47,60,18.685275,52.430136,6.295463,448.312682,Kolza
88,40,70,19.770872,52.234209,6.346209,412.183378,Kolza
89,51,77,15.728042,51.292121,6.188383,434.751563,Kolza
90,57,64,15.877463,56.408035,7.372042,360.548818,Kolza
90,51,54,19.408538,54.08615,7.045137,427.114023,Kolza
70,53,56,18.542614,57.739739,6.841176,356.833874,Kolza
96,53,72,17.360866,57.5989,6.685143,384.02083,Kolza
96,48,54,16.303203,53.699443,6.119807,354.486239,Kolza
99,59,70,16.958973,51.890069,6.879678,416.973003,Kolza
77,57,55,15.671931,56.229418,7.113842,445.486747,Kolza
89,47,69,18.832423,53.887867,7.497775,412.839733,Kolza
82,58,51,19.275908,52.676745,7.294904,371.692088,Kolza
69,49,56,18.162701,51.332768,6.35918,440.646869,Kolza
90,50,70,19.458027,50.152414,7.163118,370.511904,Kolza
92,43,76,17.177497,58.807676,7.327477,377.207174,Kolza
78,43,50,19.565808,54.260096,6.487589,434.449823,Kolza
52,43,50,24.783562,40.51396,7.657726,399.500756,Aspir
57,48,46,24.159355,35.998381,6.733402,376.534145,Aspir
52,31,47,23.017511,42.210522,7.496226,374.268363,Aspir
57,48,46,24.107958,36.832603,7.273634,339.302805,Aspir
55,49,55,21.574962,37.170651,7.984524,395.91763,Aspir
50,39,41,24.867786,41.827021,7.392746,362.287083,Aspir
48,50,47,20.083934,37.155162,7.751704,366.29548,Aspir
57,35,36,20.397227,39.738895,7.842285,368.679663,Aspir
49,30,44,20.476262,39.142937,7.794696,309.427168,Aspir
60,41,50,24.218174,43.984817,7.745271,342.120207,Aspir
67,45,55,23.621508,44.019756,6.842279,353.911098,Aspir
67,37,50,23.49636,35.027017,6.507774,325.416052,Aspir
53,30,54,24.476358,38.91287,6.744706,382.460682,Aspir
57,32,50,22.509361,35.826988,7.976127,311.381374,Aspir
48,37,36,20.239739,43.338385,7.648242,321.93227,Aspir
47,45,50,20.686886,37.174474,7.731148,366.339313,Aspir
62,37,38,23.168793,35.054852,7.661163,345.233765,Aspir
50,49,58,20.685333,41.300237,7.052517,341.788483,Aspir
62,37,41,23.07372,44.344641,7.432755,328.43576,Aspir
55,40,54,22.039645,39.137852,7.522099,364.910165,Aspir
69,43,47,22.094286,42.708442,7.456223,376.635288,Aspir
43,43,58,20.143533,42.514002,7.416199,314.179489,Aspir
65,34,58,22.076445,44.174632,7.964255,343.192477,Aspir
53,39,38,20.059832,41.58445,7.518941,377.624982,Aspir
56,40,53,23.822391,44.366369,6.832473,362.123816,Aspir
49,37,51,23.21602,37.570699,6.629832,337.26522,Aspir
40,48,49,24.735878,43.741047,6.962027,363.434778,Aspir
62,38,47,22.648557,44.861885,7.335313,390.607982,Aspir
54,42,35,22.74463,40.094183,7.13251,305.335542,Aspir
70,44,55,24.56133,39.04805,6.656586,377.16503,Aspir
47,40,37,22.160012,35.067759,7.283285,334.571606,Aspir
64,35,56,22.526904,38.645137,6.882228,349.665638,Aspir
47,48,55,21.191041,38.755242,7.421586,305.048875,Aspir
40,45,41,23.791965,43.737285,7.802017,318.770263,Aspir
61,47,60,22.899671,44.0276,7.277365,319.991394,Aspir
66,35,56,24.853971,41.47552,6.597424,369.992244,Aspir
62,41,43,20.495569,35.128254,7.968234,316.781569,Aspir
70,40,55,20.452857,41.088101,6.822535,378.540785,Aspir
61,48,40,24.475699,37.715076,6.681652,376.978934,Aspir
54,45,59,22.843891,44.925223,7.952431,320.296583,Aspir
49,36,46,24.840902,35.133735,7.297512,302.364277,Aspir
53,30,37,23.140365,39.869929,7.35275,353.047254,Aspir
55,42,39,24.39743,43.938632,7.435917,388.263669,Aspir
52,42,57,21.42772,36.250424,7.011819,336.110215,Aspir
49,36,55,22.946879,39.93446,7.616552,361.539748,Aspir
53,50,47,23.693023,38.577681,6.565821,323.570059,Aspir
68,47,52,20.781357,40.46962,7.785497,368.096486,Aspir
66,37,40,21.126379,36.46331,6.701559,321.353614,Aspir
63,37,43,20.593043,40.57193,7.361698,392.266556,Aspir
64,47,47,24.09632,38.728434,7.280618,332.250396,Aspir
46,48,47,21.869551,35.140767,7.684841,357.908953,Aspir
68,46,46,23.22783,41.949085,6.99224,399.42423,Aspir
43,38,59,20.669825,40.955053,6.56587,394.871738,Aspir
41,40,54,22.234099,37.513473,6.827052,383.948549,Aspir
51,39,44,20.509568,43.358341,7.930173,355.556675,Aspir
68,49,37,23.210313,44.280315,7.020208,306.090565,Aspir
61,43,58,23.283884,40.9777,6.522258,341.674529,Aspir
62,36,44,24.789551,35.553423,6.614882,318.883897,Aspir
47,49,58,21.295078,37.026453,7.983134,380.839225,Aspir
62,48,57,20.278752,44.041613,6.794153,374.762406,Aspir
68,38,46,21.377191,36.193725,6.994365,377.436328,Aspir
44,32,51,21.746433,36.958112,7.316799,302.584688,Aspir
65,44,47,23.038372,36.077951,7.270026,308.275611,Aspir
58,39,35,20.789286,36.601275,6.882485,328.894813,Aspir
67,36,51,22.304102,38.324698,7.682232,381.978265,Aspir
62,36,38,24.07046,38.567342,7.73063,309.517328,Aspir
64,47,40,21.979287,44.28275,7.070363,363.390192,Aspir
68,46,39,23.674354,37.703824,7.655982,364.655918,Aspir
51,40,41,23.206962,39.562774,7.121293,319.27741,Aspir
66,42,45,20.107389,36.962005,7.95581,327.084086,Aspir
64,35,60,22.108972,39.698826,7.057752,392.739578,Aspir
57,30,46,24.061869,44.461308,7.572254,394.586251,Aspir
40,38,59,22.871175,37.698643,7.892402,326.344006,Aspir
58,30,41,21.577106,36.187712,7.108131,390.550694,Aspir
60,48,39,21.690996,43.057654,7.478311,393.919174,Aspir
65,34,48,20.36779,40.524758,6.994212,312.169037,Aspir
45,31,41,20.844928,37.874225,6.918983,339.608398,Aspir
61,48,43,23.787101,44.545277,7.368582,382.809463,Aspir
68,42,41,22.328112,40.069782,6.59067,380.607638,Aspir
63,35,45,22.645137,43.999215,7.821257,390.5213,Aspir
31,68,81,22.555455,65.709317,6.293155,662.556493,Soya
32,60,81,20.501282,69.38506,6.151145,465.646314,Soya
45,45,90,24.691829,66.523654,6.258148,483.308393,Soya
43,43,86,22.674154,67.580486,6.477857,625.927327,Soya
40,58,71,20.932167,68.415161,6.722842,687.407468,Soya
49,65,62,21.616481,64.311352,6.341366,681.143569,Soya
34,57,60,22.943192,66.620908,6.067862,553.072658,Soya
40,42,83,23.044952,60.355562,6.818152,625.487337,Soya
58,56,76,22.246517,66.36851,6.827565,686.792974,Soya
38,47,83,23.60423,64.654397,6.238623,576.018396,Soya
51,67,80,20.197558,69.354983,6.476198,475.955131,Soya
43,60,65,21.696676,62.795709,6.050268,609.219497,Soya
40,60,78,22.645961,62.03651,6.907384,646.96235,Soya
41,56,61,22.567431,61.528106,6.552003,454.677612,Soya
37,40,64,22.56681,67.520493,6.652968,631.604327,Soya
50,52,81,21.902958,68.291036,6.785817,570.635862,Soya
34,47,77,20.140335,66.252578,6.148513,602.46969,Soya
36,63,84,24.008067,66.974564,6.58065,668.662296,Soya
37,49,69,20.676998,60.425292,6.820976,598.772613,Soya
41,68,78,24.345199,66.112834,6.848743,468.169824,Soya
32,44,62,23.209264,68.287418,6.066098,567.183567,Soya
56,67,77,23.137332,64.866554,6.067266,472.538516,Soya
60,69,72,23.850225,68.782075,6.852838,451.807054,Soya
31,49,86,21.93989,64.098714,6.906118,575.092053,Soya
54,57,86,22.125467,62.946855,6.736967,652.590764,Soya
59,52,84,22.390346,64.184114,6.244141,510.272422,Soya
51,54,89,22.71318,69.607025,6.530242,660.596509,Soya
39,65,65,23.775406,67.508053,6.310116,461.851454,Soya
59,47,74,21.00933,63.964956,6.273658,619.926779,Soya
57,51,79,23.248082,65.834627,6.512693,675.410494,Soya
43,63,89,22.460247,62.758924,6.631417,630.430586,Soya
43,48,69,22.668705,69.9577,6.177445,579.175044,Soya
51,64,62,20.410152,61.947763,6.720551,575.297095,Soya
60,41,82,24.085003,61.179979,6.239397,522.383268,Soya
54,40,76,20.245269,66.307109,6.985339,614.413914,Soya
40,58,70,24.290149,60.37751,6.770556,577.882502,Soya
39,46,64,21.905982,65.266973,6.212532,655.313605,Soya
54,68,62,22.896526,63.055277,6.62496,627.295979,Soya
42,53,90,23.60739,64.430661,6.85229,592.791515,Soya
53,66,65,21.705833,65.682316,6.557789,450.858027,Soya
45,56,81,24.881039,64.473519,6.115854,492.771687,Soya
53,59,74,24.420431,60.980231,6.183327,618.123476,Soya
38,59,60,22.274059,64.957789,6.725176,482.693386,Soya
51,58,86,22.625255,61.013991,6.102903,519.992204,Soya
32,46,71,22.959865,62.812855,6.696298,553.00345,Soya
47,49,77,24.002523,66.996171,6.401861,453.444691,Soya
55,61,87,20.981691,67.667766,6.802131,496.195543,Soya
31,52,73,24.97909,66.208403,6.247591,576.259235,Soya
40,61,68,20.64123,62.415267,6.932159,650.878555,Soya
48,67,64,24.734388,67.103079,6.210955,616.990174,Soya
31,58,80,21.339834,69.121863,6.079173,612.877513,Soya
34,68,78,23.177335,65.13118,6.75393,537.193252,Soya
57,44,65,20.778525,66.853443,6.005488,457.962202,Soya
52,50,79,23.601874,66.490054,6.651851,533.988612,Soya
49,56,85,20.573905,69.789147,6.141048,493.185828,Soya
30,47,84,20.722078,61.235192,6.928237,685.955968,Soya
55,70,76,20.796397,67.98528,6.531388,600.90018,Soya
54,58,90,21.04653,61.835701,6.425297,551.879865,Soya
47,53,60,24.79494,61.531207,6.50123,682.197289,Soya
42,42,90,22.921617,61.129027,6.406577,473.528343,Soya
48,41,88,24.543453,61.643726,6.226961,477.279201,Soya
56,46,63,24.521388,61.118856,6.529276,658.88981,Soya
40,51,74,23.448242,62.011766,6.225671,581.008531,Soya
43,45,69,20.510058,64.816969,6.652524,550.186902,Soya
54,64,87,20.707837,62.922698,6.097678,517.497023,Soya
58,56,79,20.137937,60.062922,6.075733,514.015208,Soya
58,50,75,23.118564,68.977275,6.210726,470.559434,Soya
39,62,88,23.526981,67.584082,6.352553,622.018435,Soya
35,52,71,22.868936,63.819821,6.291548,622.764649,Soya
41,58,81,24.702418,62.749614,6.22591,533.78859,Soya
37,58,75,22.640717,64.490051,6.150313,649.297003,Soya
53,52,71,20.238028,62.386107,6.987535,615.268308,Soya
50,51,76,21.372948,69.572301,6.85873,468.013955,Soya
58,66,69,20.755152,60.187459,6.077762,594.505597,Soya
56,69,74,24.755602,66.482081,6.536736,582.648601,Soya
36,41,65,20.342695,68.247603,6.92593,602.194529,Soya
40,63,73,21.35304,61.971627,6.148389,468.428356,Soya
44,47,87,20.967866,65.3048,6.729198,558.079994,Soya
58,59,74,22.744505,60.671374,6.224543,564.581737,Soya
36,46,63,24.274328,61.742321,6.683376,636.757108,Soya
56,52,53,25.710363,44.616266,6.028421,384.880754,Susam
52,55,61,25.635014,47.174508,7.353884,372.308197,Susam
57,40,50,25.537803,48.368215,6.359797,403.71551,Susam
54,35,63,23.090158,45.869219,6.968015,439.475782,Susam
48,38,48,25.7246,40.58949,7.424792,374.517395,Susam
55,42,40,26.088514,43.023633,6.249704,431.146812,Susam
58,46,54,22.262385,45.759268,7.299836,430.043589,Susam
43,51,67,22.909549,41.251347,7.411686,367.04577,Susam
55,44,68,24.605701,43.799688,6.371654,385.222837,Susam
53,43,51,22.045134,48.347128,6.869423,427.720099,Susam
59,46,70,26.153022,49.841901,7.303207,432.27217,Susam
55,36,64,23.873457,48.706211,6.712563,409.525424,Susam
46,53,70,24.846396,48.55807,6.169884,423.644285,Susam
55,35,44,24.427673,46.579067,7.358199,397.228039,Susam
48,38,68,27.847925,47.622468,6.229982,442.534658,Susam
56,54,64,26.254788,46.153738,6.258923,435.424986,Susam
58,43,67,26.535405,41.687958,6.162965,350.217225,Susam
60,48,55,24.608439,45.191945,6.114532,430.04247,Susam
50,45,64,26.029168,46.764483,6.421654,405.086871,Susam
58,47,61,25.766831,46.443642,6.326193,443.843886,Susam
45,46,68,24.801549,41.908962,6.305282,442.157598,Susam
57,55,57,25.909262,48.38485,6.820709,439.184383,Susam
50,40,48,25.657181,40.212752,6.741599,441.51616,Susam
49,43,64,27.917775,48.067764,6.136586,439.539608,Susam
52,39,56,25.628094,43.187924,7.242577,420.654145,Susam
57,51,44,22.661127,45.32707,6.52435,385.837985,Susam
40,52,67,24.490102,43.938301,6.558974,425.823011,Susam
59,53,43,23.680188,40.670344,7.453972,388.279594,Susam
44,53,58,25.800839,45.073559,6.490623,386.73119,Susam
40,49,70,27.267873,42.585648,6.274452,372.820467,Susam
56,51,52,27.568893,49.55982,6.941959,380.046129,Susam
42,44,66,22.765192,46.454162,6.226231,432.808756,Susam
43,49,46,26.032731,47.983685,6.035067,407.06692,Susam
46,45,68,23.855021,46.019344,6.27473,384.974696,Susam
41,45,47,26.536074,49.654876,7.250239,401.311915,Susam
56,41,64,22.469747,49.731724,7.125006,401.496651,Susam
59,39,63,22.969666,42.589238,7.031739,403.578361,Susam
42,52,69,24.610486,48.160099,7.168844,427.498087,Susam
51,41,67,26.010409,47.382778,6.526831,400.818229,Susam
54,47,56,26.277954,46.042576,6.746388,422.918103,Susam
59,48,69,27.11309,48.144309,6.708171,350.299596,Susam
53,35,49,25.345648,41.372344,6.99404,394.637371,Susam
45,44,55,24.731406,45.614393,6.858863,368.644705,Susam
43,52,51,25.988299,45.329737,7.410749,350.755443,Susam
54,42,43,24.886387,46.798635,6.510543,383.503453,Susam
55,48,54,23.948046,48.738743,7.488083,427.520351,Susam
46,51,47,25.46503,43.045596,7.376326,425.406546,Susam
52,55,57,23.567022,40.383284,6.815223,399.065805,Susam
56,43,40,22.985949,48.982602,6.988011,361.951937,Susam
40,50,59,27.93952,43.545821,6.05136,392.800709,Susam
45,47,54,27.22134,47.525012,7.01107,415.162391,Susam
47,35,65,22.488414,48.238561,7.202666,435.735583,Susam
55,48,48,27.149121,42.449671,6.921446,435.544352,Susam
48,43,68,22.660721,40.709262,6.810705,375.292402,Susam
56,54,55,24.243545,44.460168,7.354867,352.865305,Susam
49,44,49,26.120261,40.418321,6.774007,350.027913,Susam
44,37,50,25.11548,45.166867,6.028965,357.416309,Susam
58,44,44,23.765844,40.535977,6.478497,415.769178,Susam
54,54,40,22.664052,42.782332,6.777844,444.87825,Susam
42,45,52,23.595972,49.654416,7.207578,378.259142,Susam
43,41,66,24.678579,47.105593,6.308818,372.253475,Susam
40,48,46,26.427462,49.603203,7.061254,399.319028,Susam
46,55,59,23.020452,41.353846,6.95068,360.462775,Susam
59,44,44,23.804768,43.735467,7.165624,435.649058,Susam
43,42,56,23.760795,41.171725,6.264591,429.722122,Susam
54,55,67,27.621856,48.222329,6.182151,420.772811,Susam
47,37,42,22.131536,46.231854,6.722842,394.572055,Susam
